tank,week_number,temp,wattage,metacommunity,dispersal,ln_GPP_umol_L_h,benthic_chla_g_L,periphyton_chla_g_L,phytoplankton_chla_g_L,cyanobacteria_ugL,cryptophytes_ugL,diatoms_ugL,chlorophytes_ugL,total_fluoro_g_chla_L,total_fluoro_ug_C_L,ln_fluoro_ug_C_L,zoop_raw_g_L,ln_zoop_ug_L,volume,temp_K,inv_kT,inv_kTc,flowcam_particles_mL,diameter_mean,diameter_min,diameter_max,diameter_stdev,volume_mean,volume_min,volume_max,volume_stdev,carbon_g,X0_5um,X5_10um,X10_15um,X15_20um,X20_25um,X25_30um,X30_35um,X35_40um,prop_inedible,totalN,slope_size_spectra,CTMI_scaled,CPTI_scaled,ln_gpp_corr,sample_date
39,10,23.26770833,100,10,high,2.702582773,0.011112094,0.000341809,0.0001926,3.33,0.025333333,0,28.20933333,2.38e-05,1578.233333,3.198171212,0.0023,6.942156706,588.0477308,296.4177083,39.13709521,-0.175120154,76924,2.86,1.33,20.8,1.87,39.8,0.6,4709.2,314,1.33e-06,13063.432,1767.758,29.962,0,59.924,29.962,0,0,2996.2,2.888775367,-2.654084983,NA,NA,-0.495588439,8/22/18
40,10,22.00611111,0,10,high,2.463616881,0.006913537,0.000497697,0.0002172,0.274666667,1.013333333,0,17.96466667,1.72e-05,962.6333335,2.983460896,6e-04,5.598421959,638.9434952,295.1561111,39.30438042,-0.342405359,26827,4,1.14,25.66,2.78,100.2,0.8,8843.5,647.4,3.65e-06,7083.28,2201.56,143.58,28.716,57.432,28.716,0,28.716,5743.2,1.667708853,-2.338842253,NA,NA,-0.519844015,8/22/18
41,10,21.301875,0,11,none,2.457514849,0.007762815,0.000187352,0.000217,0.02,0.230666667,2.374666667,17.80733333,2.32e-05,1021.633333,3.009295054,3e-04,4.905274778,757.9332805,294.451875,39.39838411,-0.436409053,6720,4.48,1.27,28.12,4.88,341.5,0.8,11646.9,1493.9,5.13e-06,8210.66,1591.54,126.48,0,242.42,242.42,0,126.48,36890,3.695492258,-1.517451981,NA,NA,-0.551780205,8/22/18
42,10,22.75944444,100,11,none,2.478306433,0.012666017,0.000115816,0.000361,0.528666667,0.234666667,0,20.10733333,1.91e-05,1043.533333,3.018506326,7e-04,5.752572639,638.9434952,295.9094444,39.20431839,-0.242343329,21281,2.82,1.54,21.57,2.17,38.8,0.6,5255.4,374.3,1.28e-06,10174.024,352.671,42.748,0,74.809,0,0,0,0,2.033625422,-2.464851893,NA,NA,-0.540199893,8/22/18
43,10,25.35048611,300,11,none,2.611001661,0.012985678,0.000581839,0.0001888,0.746666667,0.434666667,0,4.782666667,7.26e-06,298.2000001,2.474507639,0.0029,7.17395832,476.0770489,298.5004861,38.86401736,0.0979577,3985,4.56,2.07,10.46,2.48,50.1,0.8,598.4,117.5,5.41e-06,2003.904,452.412,99.684,0,0,0,0,0,0,2.430961263,-1.781911343,NA,NA,0.136494022,8/22/18
44,10,24.09958333,200,11,none,2.39131097,0.014649183,0.000648211,4.78e-05,0.621333333,0.407333333,0.14,0.664,2e-06,91.6333333,1.962053485,0.0025,7.025538315,465.897896,297.2495833,39.02756715,-0.065592091,19475,2.65,1.15,21.5,1.86,29.3,0.8,5202.5,329.6,1.06e-06,389.532,37.752,0,0,0,1.716,0,0,171.6,3.084494852,-2.20103807,NA,NA,0.429257485,8/22/18
45,10,23.0025,100,12,low,2.416993231,0.013540868,0.001173813,8.74e-05,0.216666667,0.648666667,0.199333333,8.656,6.59e-06,486.0333334,2.686666055,0.0017,6.639875834,638.9434952,296.1525,39.17214298,-0.210167921,7423,4.74,2.68,18.39,6.04,71.4,0.8,3254.67,342.9,6.08e-06,3514.635,1039.805,98.805,0,51.755,0,0,0,0,1.864513215,-2.032127191,NA,NA,-0.269672824,8/22/18
46,10,23.91805556,200,12,low,2.901184499,0.004310978,0.000236866,0.000143,7.998666667,1.06,0,14.066,2.32e-05,1156.233333,3.063045486,0.0021,6.851184927,506.6145076,297.0680556,39.05141552,-0.089440456,25277,6.4,2,21.9,6.31,59.2,0.8,5498.87,395.3,1.5e-05,6573,728.664,142.728,22.536,22.536,22.536,0,0,2253.6,3.973203369,-2.593350287,NA,NA,-0.161860987,8/22/18
47,10,21.93097222,0,12,low,2.203402123,0.008201115,0.000260424,0.0001468,0.033333333,1.117333333,0,14.13533333,9.4e-06,764.2999998,2.883263859,0.0011,6.204557763,679.6601068,295.0809722,39.31438882,-0.352413756,10953,5.64,1.17,20.98,4.79,225.8,0.8,4833.1,694.1,1.02e-05,5547.232,911.977,429.609,218.573,376.85,52.759,0,0,5275.9,1.581740759,-1.646275356,NA,NA,-0.679861736,8/22/18
48,10,25.20486111,300,12,low,2.666604045,0.02398013,0.000669428,0.000261,0.459333333,1.294666667,0,11.07133333,1.68e-05,641.2666665,2.807038666,0.0024,6.98471632,404.8229786,298.3548611,38.88298663,0.078988435,36706,4.41,2.36,19.09,6.38,33.7,0.8,3641.8,219.3,4.89e-06,4899.975,959.85,23.7,11.85,23.7,0,0,0,0,2.195247911,-2.873557789,NA,NA,-0.140434621,8/22/18
1,12,20.64375,100,1,high,2.617527686,0.017610817,5.74e-05,0.0003686,2.73,0.08,0,29.29,3.21e-05,1605,3.205475037,0.00052,5.455321115,435.3604373,293.79375,39.48664011,-0.524665054,52404,4.79,1.12,21.32,2.7,79.59,0.6,5071.03,315.6,6.27e-06,10412.316,4638.072,373.536,31.128,124.512,0,0,0,0,1.376766471,-2.507342736,0.606220286,NA,-0.587947351,9/5/18
2,12,21.61208333,200,1,high,2.760268902,0.011833455,0.000539727,0.000528,0,0.84,0,64.04,6.49e-05,3244,3.511080846,0.00046,5.332718793,394.6438257,294.7620833,39.35692116,-0.394946098,78127,4.79,1.12,21.32,2.7,172.77,0.8,5888.1,577.8,6.27e-06,12085.62,19745.52,1497.936,170.22,510.66,34.044,0,0,3404.4,0.443208169,-2.3534793,0.328076852,NA,-0.750811944,9/5/18
3,12,19.55416667,0,1,high,2.394646103,0.013624457,0.00021285,0.0002934,0.85,0.49,0,19.16,2.05e-05,1025,3.010723865,0.00093,6.03667689,394.6438257,292.7041667,39.63362806,-0.671653002,27411,3.95,1.2,22.15,6.82,50.8,0.8,3659.9,269.7,3.52e-06,8206.17,1783.95,142.716,0,61.164,0,0,0,0,0.751901362,-2.343573487,0.131561112,NA,-0.616077762,9/5/18
4,12,22.52055556,300,1,high,2.704602113,0.025227009,0.000261896,0.0002306,0.12,1.04,0,40.11,4.13e-05,2063.5,3.314604473,0.00216,6.879355804,679.6601068,295.6705556,39.23599376,-0.274018704,103684,4.41,1.32,22.14,2.22,78.4,0.8,5679.44,331.11,4.89e-06,12930.828,7831.046,341.408,106.69,128.028,0,0,0,0,1.392090436,-2.417550319,0.43404375,NA,-0.61000236,9/5/18
5,12,21.62368056,200,2,none,2.603227846,0.013594201,0.000600743,0.0001496,0.22,1.42,0,27.89,2.95e-05,1476.5,3.169233451,0.00047,5.354224998,476.0770489,294.7736806,39.35537275,-0.393397686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.653077157,NA,NA,NA,-0.566005605,9/5/18
6,12,22.47118056,300,2,none,2.482549819,0.016318589,0.000357495,9.4e-05,0,0,2.36,24.65,2.7e-05,1350.5,3.130494589,0.00091,6.014936903,425.1812844,295.6211806,39.24254701,-0.280571946,13201,4.06,2.56,19.16,2.19,69.3,0.8,3683.26,362.6,3.82e-06,11893.56,1670.762,339.816,169.908,84.954,0,0,0,0,1.88206595,-2.264970845,0.413541056,NA,-0.64794477,9/5/18
7,12,20.7275,100,2,none,2.66594678,0.011767752,5.71e-05,0.0005112,0,0.71,0,10,1.07e-05,535.5,2.728759475,0.00059,5.581614841,577.8685779,293.8775,39.47538711,-0.513412046,75303,4.49,0.86,19.7,2.67,89.5,0.8,4002.41,259,5.17e-06,2944.368,2032.254,298.704,37.338,16.002,0,0,0,0,2.262470025,-2.407043537,0.356001672,NA,-0.062812695,9/5/18
8,12,20.22166667,0,2,none,2.405687967,0.013532872,0.000149648,8.38e-05,0.04,0.72,0,8.52,9.28e-06,464,2.666517981,0.00207,6.83679619,588.0477308,293.3716667,39.54345082,-0.581475764,60166,2.64,1.09,19.8,6.36,27.4,0.8,4066.8,183.5,1.05e-06,4070.46,409.32,45.48,18.192,4.548,0,0,0,0,0.309511766,-3.014896045,0.342160461,NA,-0.260830014,9/5/18
9,12,19.75534722,0,3,low,2.28438013,0.018579472,7.02e-05,7.72e-05,0.79,0,0,52.6,5.34e-05,2669.5,3.426429925,9e-04,6.003887067,669.4809539,292.9053472,39.60640591,-0.644430846,9755,3.65,1.42,26.43,3.75,184.1,0.8,9665.33,987,2.77e-06,22353.6,3576.576,894.144,223.536,447.072,0,223.536,0,22353.6,0.519372291,-1.907981419,0.219795466,NA,-1.142049795,9/5/18
10,12,20.70416667,100,3,low,2.432685893,0.034821145,0.000228985,0.0002036,0.62,0,0.83,4.14,5.59e-06,279.5,2.446381812,0.00059,5.581614841,537.1519663,293.8541667,39.47852163,-0.516546567,31099,2.73,0.34,19.53,1.82,33.7,0.8,3902.5,205.2,1.16e-06,2154.438,388.674,25.74,0,7.722,0,0,0,0,2.134012006,-2.646569934,0.312545288,NA,-0.013695919,9/5/18
11,12,23.10583333,300,3,low,2.776541428,0.02148773,0.000396655,0.000297,0.22,0.35,0,45.42,4.6e-05,2299.5,3.361633414,0.00117,6.266251332,307.5717383,296.2558333,39.15847983,-0.19650477,49056,3.31,1.23,22.11,2.31,51.3,0.8,5661.29,286.2,2.07e-06,17162.118,6275.88,434.484,193.104,48.276,48.276,0,0,4827.6,1.497849725,-2.691922439,0.451930641,NA,-0.585091986,9/5/18
12,12,21.79632576,200,3,low,2.730397471,0.023768267,8.11e-05,0.0002926,1.63,0.86,0,36.58,3.91e-05,1953.5,3.290813416,0.0057,7.849713758,394.6438257,294.9463258,39.3323363,-0.370361236,99983,3.98,1.18,19.03,1.96,56,0.8,3608.17,230.1,3.6e-06,11227.843,7783.6,330.803,0,77.836,19.459,0,0,1945.9,4.052860056,-2.706159638,0.299765534,NA,-0.560415945,9/5/18
13,12,22.41590278,300,4,none,2.725651869,0.015794106,NA,0.0002856,1.76,0.71,0,31.44,3.39e-05,1695.5,3.229297794,9e-04,6.003887067,394.6438257,295.5659028,39.24988629,-0.287911226,74361,4.49,1.12,20.84,2.31,93.4,0.8,4741.87,349.1,5.17e-06,8261.656,7743.212,501.72,66.896,100.344,33.448,0,0,3344.8,0.608810977,-2.493074512,0.287595811,NA,-0.503645925,9/5/18
14,12,18.74986111,0,4,none,2.348610327,0.013473222,0.000111545,0.0002408,0.31,1.43,0,12.78,1.45e-05,726,2.860936621,0.00011,3.90197267,618.5851895,291.8998611,39.7428352,-0.780860137,25325,3.48,1.27,15.23,1.48,21,0.8,1849.86,114.9,2.4e-06,6368.356,403.147,40.998,20.499,0,0,0,0,0,1.343962885,-3.033826056,0.238645013,NA,-0.512326294,9/5/18
15,12,21.43444444,200,4,none,2.770063273,0.013352371,0.00036426,NA,0,1.48,0,64.58,6.61e-05,3303,3.518908574,0.00066,5.693732139,455.7187431,294.5844444,39.38065398,-0.418678919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.51972091,NA,0.413012631,NA,-0.748845301,9/5/18
16,12,20.23208333,100,4,none,NA,0.012490575,0.00041572,0.0001376,0,0.36,10.22,30.49,4.11e-05,2053.5,3.312494707,0.00036,5.087596335,567.689425,293.3820833,39.54204682,-0.580071756,21594,3.49,0.86,20.54,2.32,56.9,0.8,4540.29,351,2.43e-06,16300.494,4080.328,228.998,83.272,145.726,0,0,0,0,0.429309429,-2.507768427,0.200753323,NA,NA,9/5/18
17,12,19.47333333,0,5,low,2.420513578,0.016484001,0.000130519,0.0001952,3.52,0.15,0,36.61,4.03e-05,2014,3.304059466,0.00049,5.395897695,712.5372667,292.6233333,39.64457633,-0.68260127,9845,3.97,1.14,14.28,3.5,63.8,0.8,1526.2,181.1,3.57e-06,12820.845,5719.77,622.56,311.28,0,0,0,0,0,0.813092425,-1.939248589,0.129010432,NA,-0.883545888,9/5/18
18,12,20.41347222,100,5,low,2.363919304,0.020922725,6.1e-05,0.0001554,0.57,0,1.89,18.61,2.11e-05,1053.5,3.02263454,0.00044,5.288267031,557.5102721,293.5634722,39.51761432,-0.555639262,27184,3.91,1.36,23.36,2.73,69.5,0.8,6678,468.5,3.41e-06,9010.021,1449.765,150.346,64.434,32.217,32.217,0,0,3221.7,0.647742708,-2.56113658,0.21989528,NA,-0.658715236,9/5/18
19,12,22.61680556,300,5,low,2.625245535,0.015136158,0.000392764,0.0003334,0,0,2.49,28.1,3.06e-05,1529.5,3.184549481,0.00132,6.386879319,404.8229786,295.7668056,39.22322538,-0.261250319,118153,3.89,1.33,20.95,2.16,76.4,0.8,4813.1,322.3,3.36e-06,10239.9,5457,144.45,32.1,96.3,32.1,0,0,3210,1.321986595,-2.650011714,0.412230514,NA,-0.559303946,9/5/18
20,12,21.63020833,200,5,low,2.6467349,0.022916033,8.25e-05,0.0004274,0.76,0.7,0,9.21,1.07e-05,533.5,2.727134424,0.00014,4.143134726,375.9210134,294.7802083,39.35450124,-0.39252618,35794,4.21,1.74,23.16,6.78,97.5,0.8,6507,465.8,4.26e-06,3479.82,1263.155,108.13,34.405,63.895,9.83,0,0,983,1.642017965,-2.379806536,0.342783563,NA,-0.080399524,9/5/18
21,12,20.854375,100,6,high,2.546727793,0.019003659,0.000249136,0.0001594,0,1.4,0,25.45,2.69e-05,1342.5,3.127914294,0.00057,5.547128665,445.5395902,294.004375,39.45835185,-0.49637679,46220,4.29,1.57,19.57,1.88,50.3,0.8,3922.4,208.5,4.51e-06,8408.44,4828.072,257.678,40.686,27.124,0,0,0,0,1.807705201,-2.809337038,0.22690087,NA,-0.581186501,9/5/18
22,12,22.19208333,200,6,high,2.540750062,0.015808785,0.000319864,0.0001946,0.51,0.55,0,22.37,2.34e-05,1171.5,3.068742293,0.0011,6.204557763,425.1812844,295.3420833,39.27963108,-0.317656015,37100,4.64,2.1,22.67,6.69,109,0.8,6100.9,508.7,5.7e-06,6771.1,4617.2,238,47.6,178.5,0,0,0,0,0.398757137,-2.167792091,NA,NA,-0.527992231,9/5/18
23,12,19.61694444,0,6,high,2.459534255,0.02899136,0.000297409,0.0002408,0,0.5,1.1,24.54,2.62e-05,1307,3.116275588,0.00056,5.529429088,628.7643424,292.7669444,39.62512946,-0.663154397,44127,3.36,1.25,21.73,2.16,56.5,0.8,5370.7,323.5,2.16e-06,9388.071,3915.083,149.017,54.188,27.094,27.094,0,0,2709.4,1.183453644,-2.773571205,0.139309274,NA,-0.656741333,9/5/18
24,12,23.83263889,300,6,high,2.760544503,0.023176199,0.000474186,0.0001744,0.64,0.33,0,28.16,2.91e-05,1456.5,3.163310489,0.00125,6.332391134,333.2027165,296.9826389,39.06264729,-0.10067223,41050,4.43,2.08,18.83,1.96,54.9,0.8,3497.8,231.5,4.96e-06,8906.555,5793.003,149.69,59.876,59.876,0,0,0,0,0.568316497,-2.603858355,0.565993431,NA,-0.402765986,9/5/18
25,12,21.94708333,200,7,low,2.644201973,0.039600517,0.000450202,0.0002952,1.14,0,0,33.7,3.48e-05,1742,3.241048151,0.00028,4.836281907,435.3604373,295.0970833,39.31224241,-0.350267349,45535,4.67,1.47,14.88,1.79,64.3,0.8,1724.3,120.1,5.81e-06,7698.29,9327.463,644.508,125.321,35.806,0,0,0,0,1.653814236,-2.465127108,0.271015121,NA,-0.596846178,9/5/18
26,12,23.38263889,300,7,low,2.857015363,0.02406139,0.001026102,0.0002834,0.64,0.21,0,27.63,2.85e-05,1424,3.153509989,0.00305,7.224389173,256.3097819,296.5326389,39.1219264,-0.159951341,21801,3.64,0.34,23.44,2.57,80.8,0.8,6745.4,502.5,2.75e-06,9691.44,4625.46,161.524,0,102.788,58.736,0,0,5873.6,0.652949655,-2.28434221,0.464346696,NA,-0.296494626,9/5/18
27,12,21.24541667,100,7,low,NA,0.014409249,5.14e-05,0.000476,2.21,0.32,0,32.14,3.47e-05,1733.5,3.238923846,0.00157,6.560323202,486.2562018,294.3954167,39.40593983,-0.443964765,54498,4.61,1.29,20.76,2.82,124.7,0.6,4688,471.5,5.59e-06,8901.285,7346.55,512.55,102.51,205.02,0,0,0,0,1.203113647,-2.088727425,0.336858061,NA,NA,9/5/18
28,12,20.23506944,0,7,low,2.483106634,0.008366123,0.000220652,0.0001116,3.15,1.28,0,43.5,4.79e-05,2396.5,3.379577433,0.00074,5.80814249,598.2268837,293.3850694,39.54164435,-0.579669292,13752,3.41,0.55,20.84,2.35,63.9,0.8,4737.6,361.1,2.26e-06,15394.75,6968.15,532.45,0,138.9,0,0,0,0,0.45678743,-2.206613366,0.468332421,NA,-0.896470799,9/5/18
29,12,20.07152778,100,8,high,2.307656208,0.012392952,0.000460219,0.0001424,1.24,1.5,0,27.52,3.03e-05,1513,3.179838928,0.00128,6.356107661,608.4060366,293.2215278,39.56369835,-0.601723288,64160,4.06,0.73,22.12,2.24,77,0.8,5668.85,402.5,3.82e-06,7201.006,7127.676,87.996,14.666,131.994,14.666,0,0,1466.6,1.553102887,-2.741070312,0.524611451,NA,-0.87218272,9/5/18
30,12,21.50180556,200,8,high,2.444335473,0.01350149,0.000170141,0.0001746,1.68,0.03,0,38.72,4.04e-05,2021.5,3.305673746,0.00152,6.527957918,476.0770489,294.6518056,39.37165107,-0.409676005,46847,5.17,1.58,21.67,2.57,106.3,0.8,5324.8,338.3,7.89e-06,8557.536,10018.077,1419.399,473.133,102.855,0,0,0,0,2.097071663,-1.916323133,0.455592111,NA,-0.861338273,9/5/18
31,12,19.10791667,0,8,high,2.26508058,0.026654536,0.000387096,8.6e-05,0.9,0.16,0,20.91,2.2e-05,1098.5,3.040800061,0.00039,5.167639043,746.584277,292.2579167,39.69414484,-0.732169777,32938,4.16,1.52,21.76,2.77,99,0.8,5391.51,461,4.11e-06,6623.348,3934.002,322.277,77.791,133.356,22.226,0,0,2222.6,2.156781016,-2.361966745,0.377145277,NA,-0.775719481,9/5/18
32,12,23.01354167,300,8,high,2.645079187,0.008464773,0.000555968,0.000249,0,0.81,0,49.08,4.99e-05,2494.5,3.396983508,0.00064,5.66296048,375.9210134,296.1635417,39.17068255,-0.208707492,33877,5.64,2.44,19.03,4.11,104.6,0.8,3610.8,237.8,1.02e-05,9942.576,12526.08,2896.656,600.208,52.192,0,0,0,0,7.650722111,-2.089552901,0.459962949,NA,-0.751904321,9/5/18
33,12,19.32548611,0,9,none,2.232321212,0.017491528,0.000387139,7.08e-05,1.02,0.13,0.89,7.57,9.6e-06,480.5,2.681693392,0.003,7.207859871,803.3292943,292.4754861,39.66461678,-0.70264172,26395,2.97,0.87,20.84,1.74,32.8,0.8,4737.6,273.8,1.49e-06,3856.788,518.076,0,26.568,13.284,0,0,0,0,0.660066199,-2.63386148,0.225890416,NA,-0.44937218,9/5/18
34,12,20.57423611,100,9,none,2.427518773,0.016816712,0.000774348,0.0001398,0,0.63,0,14.38,1.5e-05,750.5,2.875350697,0.00011,3.90197267,618.5851895,293.7242361,39.49598517,-0.534010112,38728,4,1.14,23.86,6.97,92.7,0.8,7108.7,486.2,3.65e-06,5276.362,2075.318,137.844,61.264,76.58,30.632,0,0,3063.2,1.336519161,-2.256385464,0.343577201,NA,-0.447831924,9/5/18
35,12,23.14270833,300,9,none,2.490111129,0.014066659,0.000313202,0.0002766,5.44,0.54,0,14.78,2.08e-05,1038,3.016197354,NA,NA,506.0442392,296.2927083,39.15360638,-0.191631316,124686,3.4,0.93,22.43,1.86,82.6,0.8,5908.01,287.9,2.24e-06,6211.797,1550.981,47.238,23.619,23.619,7.873,0,0,787.3,0.791873877,-2.896161625,0.490410195,NA,-0.526086225,9/5/18
36,12,21.87708333,200,9,none,2.499371294,0.027023412,0.00019537,0.0001102,0.62,0.17,0,36.91,3.77e-05,1885,3.275311355,0.00462,7.639642288,486.2562018,295.0270833,39.32156988,-0.359594822,30630,3.72,1.14,13.43,2.28,35.2,0.7,1133,87.7,2.94e-06,14767.836,4157.744,549.136,58.836,0,0,0,0,0,2.186544922,-2.631177201,0.364671908,NA,-0.775940061,9/5/18
37,12,21.996875,200,10,high,2.585563024,0.028815577,0.000518472,0.0002212,0.28,0.98,0,30.52,3.18e-05,1589,3.201123897,0.00071,5.766757274,445.5395902,295.146875,39.30561038,-0.343635322,39745,4.54,1.45,22.19,7.18,90.8,0.8,5723.4,495.9,5.34e-06,9014.31,6740.43,194.904,97.452,97.452,64.968,0,0,6496.8,0.448055014,-2.346269627,0.3426568,NA,-0.615560873,9/5/18
38,12,23.42173611,300,10,high,2.697759209,0.024911934,0.000512772,0.0003748,5.35,1.37,0,17.57,2.43e-05,1214.5,3.084397519,0.00136,6.416732283,358.8336946,296.5717361,39.11676894,-0.154793875,34257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.995556012,NA,0.516940405,NA,-0.38663831,9/5/18
39,12,21.13694444,100,10,high,2.615796491,0.023111228,0.00033608,0.0002296,1.38,0.04,0,43.19,4.46e-05,2230.5,3.348402228,0.00429,7.565534316,476.0770489,294.2869444,39.4204646,-0.458489535,34257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.608926632,NA,0.326350818,NA,-0.732605737,9/5/18
40,12,20.15215278,0,10,high,2.384641543,0.016953432,0.000491466,0.0001614,1.9,0.41,0,17.09,1.94e-05,970,2.986771734,0.00414,7.529943371,567.689425,293.3021528,39.55282279,-0.590847734,34257,4.35,1.88,21.78,6.99,63.7,0.8,5410.8,308.5,4.7e-06,5583.102,3255.294,190.953,0,45.465,0,0,0,0,2.35022849,-2.262705141,0,NA,-0.602130191,9/5/18
41,12,19.26048611,0,11,none,2.198352814,0.019727669,6.27e-05,0.000101,0.35,0.56,0,17.3,1.82e-05,910.5,2.95927995,0.00029,4.871373227,669.4809539,292.4104861,39.67343384,-0.711458778,20629,3.55,1.45,19.76,2.28,69.4,0.8,4037.3,411,2.55e-06,6942.078,2126.817,36.828,0,101.277,0,0,0,0,2.693159721,-2.284444816,0.609757177,NA,-0.760927136,9/5/18
42,12,20.56152778,100,11,none,2.359839456,0.033126702,0.000205929,0.0003004,0,0.74,0,26.21,2.7e-05,1347.5,3.129528774,0.00135,6.409352175,577.8685779,293.7115278,39.49769409,-0.535719027,26949,3.45,1.48,22.88,2.9,132.9,0.9,6275.54,701.8,2.34e-06,10779.485,2635.605,167.34,41.835,209.175,83.67,41.835,0,12550.5,2.054728495,-2.207474377,0.290312841,NA,-0.769689318,9/5/18
43,12,23.47236111,300,11,none,2.590404116,0.036337421,1e-04,0.0001694,0.45,0.73,0,14.41,1.56e-05,779.5,2.89181612,7e-04,5.752572639,367.377354,296.6223611,39.11009282,-0.148117755,3902,3.85,1.15,18.14,3.58,106.7,0.8,3127.46,463.6,3.26e-06,6602.22,614.16,153.54,153.54,153.54,0,0,0,0,0.468921844,-1.827223901,0.547242222,NA,-0.301412004,9/5/18
44,12,22.11298611,200,11,none,2.609892743,0.024537664,0.001077354,5.86e-05,0.23,0.84,0,2.9,3.97e-06,198.5,2.297760511,0.00092,6.025865974,375.9210134,295.2629861,39.29015359,-0.328178531,2186,2.14,1,6.05,1.21,20.1,0.9,116,30.4,5.59e-07,1285.686,280.314,0,0,0,0,0,0,0,2.093468393,NA,0.408545217,NA,0.312132232,9/5/18
45,12,20.86201389,100,12,low,2.344796787,NA,0.000432279,9.42e-05,0,0.9,0,4.98,5.87e-06,294,2.46834733,0.00043,5.265277512,557.5102721,294.0120139,39.45732666,-0.4953516,4759,4.37,1.45,19.1,5.68,122.8,0.8,3648.2,488.9,4.76e-06,1708.047,745.767,88.209,0,88.209,0,0,0,0,1.475527534,-1.498273687,0.293070474,NA,-0.123550543,9/5/18
46,12,21.83125,200,12,low,2.758448678,0.010818622,0.000160786,0.0004564,8.17,3.24,0,18.77,3.02e-05,1509,3.17868924,0.00251,7.029530336,435.3604373,294.98125,39.32767955,-0.365704493,36845,4.51,1.81,21.28,5.58,69.7,0.8,5044.87,433.4,5.23e-06,9191.136,493.822,171.326,90.702,110.858,20.156,0,0,2015.6,3.3334462,-2.302280589,NA,NA,-0.420240562,9/5/18
47,12,19.81541667,0,12,low,2.290877036,0.028717162,0.000769084,0.0001762,0.98,0.24,2.07,6.43,9.72e-06,486,2.686636269,0.00021,4.548599834,425.1812844,292.9654167,39.59828503,-0.636309973,11486,2.84,0.093,16.34,1.96,29.2,0.8,1037.3,106.2,1.31e-06,3704.3,531.676,61.012,61.012,0,0,0,0,0,0.228723282,-2.267503015,0.166144475,NA,-0.395759233,9/5/18
48,12,23.87409722,300,12,low,2.649608391,0.048606547,0.000777054,0.0002602,0.07,1.56,0,14.54,1.62e-05,808.5,2.907680024,0.00268,7.095064377,307.5717383,297.0240972,39.05719496,-0.095219904,31571,2.91,0.62,24.54,2.79,145.2,0.8,7740.16,656.8,1.41e-06,4973.44,2339.071,170.962,77.71,116.565,23.313,23.313,0,4662.6,0.557660233,-2.251161195,0.556778642,NA,-0.258071633,9/5/18